station_id,timestamp,PM25,NO2,O3,CO,SO2,TSP
211,2025-12-20 00:00:00,24.574132378859005,70.72676901863746,62.94078886062755,824.1292394294693,,22.634136889444473
211,2025-12-20 01:00:00,13.133577823053853,88.24413665975418,48.64174718027822,694.0079264732922,,43.33604027090942
211,2025-12-20 02:00:00,31.01598257352111,87.31699107566314,67.18740162133172,754.9504457134664,,47.02935543119438
211,2025-12-20 03:00:00,29.41876660872372,71.94329159980991,63.797093692345975,681.7972522458382,,62.51933847960738
211,2025-12-20 04:00:00,18.773725911713278,84.00858838121286,47.14404347340664,644.4429425136569,,84.03713006025876
211,2025-12-20 05:00:00,28.14250872016762,82.06704006035322,46.291688420278035,590.1059913117509,,85.49784441485605
211,2025-12-20 06:00:00,38.32083010390341,86.45405344129932,44.942101641225975,597.9451867718683,,96.94443374166232
211,2025-12-20 07:00:00,34.06643640014514,78.18061969679204,65.64052753445979,737.2904522386859,,81.99150028559737
211,2025-12-20 08:00:00,30.823531376159803,89.12248303022203,74.67159371422403,782.1544779338462,,22.119284275996485
211,2025-12-20 09:00:00,17.989912504833015,80.77566213977362,67.46992424218324,657.7332145228214,,103.82816678913531
211,2025-12-20 10:00:00,11.50333253902858,61.515617953680675,75.62662798867208,696.5790635834812,,79.69081089283334
211,2025-12-20 11:00:00,27.281103208569156,75.23303554104392,71.64227042046446,762.0035235573479,,49.77061963974794
211,2025-12-20 12:00:00,3.811825947655689,65.36982400873333,63.4480313261965,714.387115143025,,55.79334926353809
211,2025-12-20 13:00:00,21.613524842287806,75.89351282475671,78.27342177357866,728.2551780535639,,39.013089121978055
211,2025-12-20 14:00:00,19.061513728546828,73.23750831768729,68.482721791391,615.9321686734346,,18.04456027856766
211,2025-12-20 15:00:00,19.15011374156885,77.06084007700368,72.01760291287054,765.2445097016657,,57.119631401250665
211,2025-12-20 16:00:00,20.565587811330666,84.72660378552914,62.52529068326516,676.0016985969945,,24.086212632330508
211,2025-12-20 17:00:00,11.796659057052402,66.51545964745847,50.89119827952486,753.741814436482,,39.50145115104287
211,2025-12-20 18:00:00,20.236817340686557,80.69362250422951,75.34929764057631,582.0567775690606,,60.092142730924
211,2025-12-20 19:00:00,13.49461739900713,79.95822012094312,73.28020340980925,471.6715876060315,,76.6710025814315
211,2025-12-20 20:00:00,25.330868125512005,75.57754658291543,37.81186126936427,718.8058376473986,,51.00292763486272
211,2025-12-20 21:00:00,23.27729035935457,86.65431279509654,81.07821629976587,667.5574344551657,,42.79770466900796
211,2025-12-20 22:00:00,23.017148027283493,89.62648087182137,74.97208586036292,811.4391897905703,,69.22219017888344
211,2025-12-20 23:00:00,33.66165382835082,68.49508479740213,46.829671073169806,565.7398406376352,,55.948645614666475
211,2025-12-21 00:00:00,13.621191521444926,82.9931901557633,34.89586327292261,561.683924077358,,71.78743178829949
211,2025-12-21 01:00:00,29.94777800740512,71.48345881176694,25.883078046093754,730.7185661029107,,44.37737714867858
211,2025-12-21 02:00:00,21.46356617355425,77.14507862634777,50.73851503631097,830.9727663540109,,72.04546061927464
211,2025-12-21 03:00:00,23.507652772254104,70.79172431985772,31.575989231151258,626.8661772648004,,67.40060506059405
211,2025-12-21 04:00:00,43.3425886611778,88.28064843433818,63.74093741583165,626.1470282478284,,30.621022969342835
211,2025-12-21 05:00:00,17.381228434765298,77.28487433808615,42.639482015656725,799.7784710837307,,45.40714851893078
211,2025-12-21 06:00:00,36.40008027785127,85.8136968412511,55.03649140494348,620.5726864086508,,90.58952463494145
211,2025-12-21 07:00:00,20.765998467405158,69.77917884961373,43.44353040792588,744.355616007498,,126.43132050185716
211,2025-12-21 08:00:00,23.639992229885532,86.32922209624041,74.62219482791241,732.2948895534158,,53.58460909083101
211,2025-12-21 09:00:00,29.987780885636205,69.46421647835805,56.5307039771484,669.280311529447,,53.38476193805409
211,2025-12-21 10:00:00,33.35386275668511,70.15297929726543,67.22899815412131,753.2575367820768,,48.173555363933716
211,2025-12-21 11:00:00,18.879330859808235,78.01226814690278,83.64116554241697,669.213983458579,,81.8949980166721
211,2025-12-21 12:00:00,17.270300747127195,69.72067816439247,58.95761970986625,552.5209221715081,,39.570821037612454
